,id,goal
2504,8a0ba5f5-17e0-4dae-acad-5701afdd1ff9,No
2013,7222f0f8-8a48-41e4-be15-f1811008a234,Yes
74,c4d31d48-f99f-43f9-b2ea-bf465c118586,No
357,95870604-754f-4b2c-8d6f-5bc9bafb508c,No
784,5b998b9f-d9fd-4dd9-b283-2196e1bfe6d4,No
1061,e5e0dd57-5e16-42b3-9304-949d0189626c,No
2392,b273049a-593c-46e0-8e9d-69e5d16081a1,No
2739,3b5eb7c0-5231-4bf1-9b25-dc0659b367d8,Yes
2880,c996ef51-8286-4c00-8835-ed6cb3eb150f,Yes
1274,75e10c58-5a08-45a1-ac4f-5de555383e44,No
1292,20ffaf20-0ff0-467d-9d40-fb7b546413b4,No
2482,c819be2c-540e-4108-8025-307142a0bf68,No
2872,0c881b13-2c12-4d95-9895-f26f6a407a4b,No
3280,9ea8b01c-bc3c-4bbd-8c67-1905cc26c876,No
1299,91c5cd75-8358-44f8-a0c5-2b8068b9dfe4,Yes
1043,9c5ff5f9-f677-4a5f-b186-9c0f18b7f53e,No
1577,cf16d9b3-38d1-4a33-a3cb-9e85b2a15d0e,No
2704,f3b52db5-07c7-4f42-86af-35958dab4a99,No
3086,e8284caa-3101-4be3-ac39-a2e28acf269f,Yes
361,40b7be22-8fb1-4715-91c5-de1b9035b220,No
366,0639c901-b5ef-4351-84f8-50b8408ad543,No
372,64d3cd10-e8df-41e0-bfcc-bc30c9a12c07,No
2320,927ed846-b8a3-48e0-9100-b50113f411ad,No
2326,06e755af-0600-482a-8d49-b5fc502687e2,No
2669,f3f65a89-ca83-4b84-8a9a-4c8585db27a0,No
2673,692e72b9-a677-4bb0-b20f-1f1c7883437c,No
1525,4c9222c2-2deb-4796-992f-96e4972d2c2d,Yes
1172,28cd2588-d8f7-450d-921f-91764bc8e83f,No
136,f8f4d89d-b647-4316-9d78-ca55d6453057,No
141,d0f98d05-4cd0-477c-a079-62c1d69471ad,No
1604,763fa550-0889-4046-8e29-73ef61cdf501,No
2080,648258b5-c9ad-4eac-bd07-592e24cbeb4b,No
2102,af647c25-6d73-47e2-a2ac-28043b81bfd8,No
1122,4871a1fd-ba81-436c-a406-e082d2eb38f6,No
1801,783e541a-e335-4139-b24a-415bd134671e,No
1985,25e8dfda-70d2-4dea-80f2-ae5645862638,No
3850,1b7d27a3-c8a8-4b95-bf61-321d43d79f33,No
3853,20acfeec-bd17-46bf-ab89-a9a91824c7df,No
1762,e88337d9-75ba-44d3-9aba-0c543b46b717,Yes
842,b9ea8d53-d196-43f3-88bc-32a3620930d1,No
1781,82c08019-1861-4e8e-b663-8854ea3512e2,No
2520,2df876c4-14f2-4785-b016-e7afe15cb764,No
2867,72c126f2-1e70-4543-8c84-419430682a75,Yes
3015,fff68b32-607d-4edc-ae14-5fbe4bf894da,Yes
687,10958970-8479-4a7c-87b3-1cc7f18b84c6,No
711,47308e18-44c1-46ae-b789-0f651b6fd368,No
717,bda4b3b5-6016-4df5-a296-6b04e1d9c043,No
722,0c35b569-5f0e-4cb4-be1a-77aa31ed3028,No
3278,fb52d816-fea2-4596-9d14-5c68d4f11e87,No
3514,76cff59c-2c11-484d-984d-17e703c31d95,No
3592,b6f26741-3042-452a-8814-b7248330106a,Yes
154,b271d2c9-fa68-409b-98a7-c54bfb969c18,No
178,b6dd60f7-2630-4701-8614-8d875118c8de,No
300,7c73f996-4335-435d-bf93-acf006a6392d,No
2418,34552f1a-1e1f-430b-a2a2-8ed8b1e2f143,No
2435,d608007c-ce1a-4af6-a3ed-0e128b995f29,No
53,153fb5a0-7d0f-4738-8dfe-8906cabad245,No
605,2cea5d92-60d1-457b-adfd-f75ef0649fac,No
1866,da36e9c1-5876-4c7e-b1e1-d85c5a5f2d01,No
1984,d6f27307-6f0b-423a-94dc-50ec4540ef67,No
3026,8a18eab6-dbe4-4fad-a27e-17d890bf44d9,No
3030,d2fae6e7-6767-4604-a1b2-c72e96c1a9ec,No
3154,ee52a399-ff7a-40a2-a961-edcc52528b8a,No
1951,de43831d-5362-47e4-afe9-ec3424a2b38c,Yes
2044,32fea20f-89a1-47db-9a84-486fdcd52069,No
2047,b6a5f89e-ef7c-4ad4-9a31-377a70eb6535,No
3486,965cc33f-63d1-4b13-a1d7-845b5ac08acc,No
3495,274ac619-2a9b-40af-a179-d70647731373,No
1659,4c859b56-27a5-4a15-a9a5-7470231e00cd,No
651,aabefca1-257e-418a-aaf3-c813b316d83d,No
833,72d59445-fd8a-4657-a747-fcead133bb90,No
839,e93a0d61-3d07-44f1-84b0-ffdbec087dfc,No
1015,cd45edaa-38ea-4c9c-b927-4bcf156af0d9,No
1764,5c14abdd-fa14-4099-937e-47658e4164f0,No
2254,a7401445-f8ad-451e-a006-42e0f79436d6,No
2500,5a5d21d6-e345-4b44-9809-8a80c69fd10d,No
2862,b4788c6c-0b63-4b6e-a8c1-f4a7861ab8de,No
3397,f8b363c5-72ac-4e39-942c-cb92babd83a9,No
810,1bc4f414-84ee-4b11-8dd6-c4f16f045f79,Yes
621,956c7899-76e9-4340-84d8-0d5f0dced8a5,No
806,fbe698cc-7aae-406b-bf76-b2d712682bb3,No
1528,348a4d04-bf64-4869-8168-2ce3a2de691d,No
2344,f0942304-b4f7-4258-a61a-344dff7e7e81,No
1204,4c2fc7da-45d8-4f96-bf8c-4720625f2b5e,Yes
2133,2967b24c-584e-4774-8748-8316ff5b7574,No
2542,a51756ac-4fbc-4b69-b7f9-e348a18a5f92,No
2616,912d38bf-c6e8-43e0-9c50-83ea442991b7,No
767,3fd5051d-f220-41f2-8381-38a27a7eb243,No
1887,73e3bad8-1227-4d92-b02b-32f52d099a7d,No
345,3ddf8e7b-f3e0-4884-bd2c-31968a356d16,No
348,5360da49-e22a-42a2-a2cb-2ecf5ebc0934,No
500,a6ae81b6-045f-4783-bca2-b567fd1e1001,No
1005,31ef7e74-07a8-4b17-bd71-9d97f355f3d2,No
1507,69f2ea0b-0c6d-4396-af3c-a3a5779c3d3d,No
2124,9efc7e23-4210-4fab-b2a4-0f86798cb0f0,No
2553,478890c5-10ed-4867-bd69-2ee6ba7fa551,No
3036,1a1587af-6d30-444d-9150-c2c75d283623,No
3039,9fe718a0-6210-4781-b3cd-bd062d0828e7,No
3171,9d1b2157-1120-4ebe-b44c-a5cca18e8a26,No
2948,17af0fe1-2a65-48f0-92e8-f3c2e9590061,Yes
1549,1e63c40c-469f-4bd1-bbf8-844098542b1a,No
2211,12f8e71a-3256-46e0-95e9-f8764058a5ee,No
2409,2445d8d2-c7fc-40df-b8eb-d8dd2e38f4c5,No
2412,90af3eba-98e0-4f33-986f-86868d01ed96,No
1371,d217eb3d-444b-4c09-a9bd-5c3b207b8194,Yes
731,8ee3c84c-6dba-4cfd-8302-ed9bbd093a09,No
1973,5f003489-663e-4a9d-b406-6446b88fe811,No
1703,a04daa32-d4f7-40b2-811e-73e917a7b075,Yes
2254,3e588cda-be01-4a6f-90be-dc2bdc3e7941,Yes
2326,7ce9e329-1a5d-4a44-a92f-24b035759246,No
2350,f0cfce93-75f7-4054-a733-db92d97a03dd,No
2687,604c1f77-bb8e-46dd-a330-ac83fa0b6bd8,No
2695,8f3e70eb-647b-451e-885e-a53b9b27e6c7,No
3250,c13aec30-6e1d-47b2-88f3-faacaa1b2cdb,No
3255,967a00de-987b-4aba-acda-a334431ea8ab,No
207,2bef2512-5f27-42b6-b02d-2f0c0b4a644b,No
3395,bc998be4-07ae-49e4-80bb-f72b9bd537b8,No
3400,8d22b13b-44c2-4b37-af6e-c5f90c7306c3,No
1265,c7ef76ca-bd00-43c0-bb7c-0218196e04d2,No
1894,1922d79e-fd57-4b82-bb6f-d2229d916ddb,No
2268,0ded9876-3b8e-467e-b10c-ad6cb61414cd,No
2619,36fd243b-f44d-4bbd-83a0-5376373a7637,No
2625,9fbf5442-7db3-4d43-a215-882e8c133f66,No
2710,a5117ad7-c517-4168-9cd4-b12b1c384ac7,No
2931,e800ab71-f9a7-406d-8ba3-429ebdd344c2,No
1035,911d352a-bf30-4ac3-b212-bdc062881511,No
1412,ad761f23-31aa-4524-88a3-b0e1c47cb536,No
1416,59ba3157-5884-4f1b-adad-f4e275f6c4ec,No
3780,d39b18f1-7dcc-4adf-bd18-fe7b7b96f09f,No
620,8388fd3a-fc4d-424d-9021-e75d5a57da99,No
1084,e32a7395-182b-404f-a5c7-6dfa096b7dd9,No
23,33daaa8d-7c0e-465e-8415-8bb49456d337,Yes
2005,2124d68e-bef5-439f-a295-551e452247b1,Yes
2846,29993694-c5e2-48e9-8fe2-399e112a6f83,No
2917,d2f3f675-d032-4bf1-8406-f34365eed30f,No
2931,e9139d54-d4eb-43f2-aa94-735805c104ce,No
3103,f7cb1a27-dc88-46c9-98ce-c85633fe4c47,No
3147,f4991ea0-df0d-4f3e-83d8-a4672d2ca6d3,No
3165,671d2f77-6e5d-47eb-a5b5-377b226bbea0,No
893,2d06b7bf-092d-4af7-851b-8add3fe19f3d,No
1577,b219a2d8-0077-4dea-be82-fbea311dd9b7,No
1715,8baf1f86-faf7-4f9d-b44c-4b25efbc4bc5,No
281,bf5adf16-0df8-4dd1-971b-d3cbe613cb62,No
792,ca88974d-0310-4488-81f8-8232aa059036,No
1853,23afec2f-fb25-4908-b891-ae87505ab0ed,No
2953,d16112c7-3e7b-485f-b9e9-055e6404cbc9,No
3421,11fff09f-8b2d-403a-9510-b04e64fb7774,No
137,7dd19b4f-4547-4584-9473-724ce010e3cb,No
161,9ba1e8c1-646c-4d4e-a3c3-b14fb95f1f7e,No
857,ff120e7f-b55d-4c00-8ef7-a92978205089,No
1174,72cf4579-fda8-4f55-9f5a-b735d6e6b82d,No
1871,0acdbcea-63ce-4232-a64d-6187c0e31e38,No
2337,051c8c7f-5d5e-4bf0-a1c0-c4f0eb4aa47d,No
255,2b560343-b904-4f01-a1cc-dfc97d5311ad,No
2701,ed74a802-368d-4cbe-8bf3-3f547af00881,No
3332,1d296ddd-742d-4e90-b15a-8fd76bd6b610,No
304,8f6fed0a-5f9c-44b7-9fa4-760b8e717f4a,No
2023,f7eb24dd-953c-4839-b220-7ef2fba8fd70,No
1169,e88845b2-820a-4b68-ae38-c4eb1c013eec,No
2689,544ecebc-fe74-4356-8a0a-551c6a8388a5,No
2694,e8217cd3-063a-477d-aead-1ae8239f7c10,No
2954,6f1529f4-c276-4a29-86f4-f875c4d27685,No
3127,41056a89-e87b-4fdf-9876-dae3a5686d8d,No
3137,b0db5074-f002-44e8-a423-742eba804907,No
3248,15ee7e1e-69bf-4c33-8144-8498170a7db2,No
3416,ba7d0729-dc01-4aab-a6ac-1aee66808b4a,No
936,220e4610-bd2b-4594-b97a-2c6a3bede928,No
960,cd978a97-9928-431d-9346-c82f873129a0,No
996,23f19179-ef70-445a-9950-269c62d9ecf5,No
2057,fc0d08eb-5065-4195-a824-ede63d4738ef,Yes
628,1c74b59e-d728-459e-8bcb-c011ff821673,No
637,132b4239-fea5-472e-a927-4eb0cae7c0ca,No
1628,a0714575-a04a-453f-b0d9-361932664270,No
1703,f370825a-5325-4594-a7f6-69916f2ac5f9,No
100,58b9e302-57ea-40db-8b55-118c60db4a18,No
1735,0b0ec73b-65ad-4417-bbf9-cdd3e633defe,No
2441,108c1709-e86f-48fe-b12b-08092a0f2a74,No
3749,65d66f17-3850-4e99-8da5-858351aa283c,No
395,321cc23c-c5d3-4274-a950-59d27ded2fc2,No
1238,c2a7a4f3-6c8d-4cc1-a7f8-809056560404,No
1758,181c22e1-5541-4715-8217-aec7af6fe70b,No
2335,f8e075f0-b1f3-4f78-8381-cbf968ae16c0,No
2699,3af18f60-167f-4b9e-8737-0bfd9238ee26,No
1377,c74d5788-0cd7-4607-8235-6fce048dac6e,No
1391,e97c7046-52f4-454a-975e-310b668d8b3b,No
2240,924a597b-c595-40ee-bf15-90b6499d860e,No
2297,7b44c7a0-c15a-4b3d-a8cd-dc3a8a9b8bc1,No
2760,098a5852-72e7-4042-9d47-7a532e6f8c9d,No
2799,eda816ea-8c11-4732-9bb6-088aa9b93298,No
2894,ad3015e4-1c33-4d50-a86a-cdbb9bc39f4c,No
2724,627cb96e-3418-438a-a792-b8919213a083,Yes
1750,a17c568a-4df5-4c2f-81e2-4cc89d924ae8,Yes
69,3e282518-80cc-4cba-a8bf-f978a3bdc68b,No
3489,0ac4b920-e24a-478f-902c-d3793cf26db0,No
2500,0081508e-51d9-425a-85fa-8dbcd92b6d37,No
1733,0c6c9e8b-e0af-4399-9193-0edfaa6b08af,Yes
554,0a245d0f-e47d-4e95-b189-a0bdc06b7943,No
1812,13ab7e04-0113-479d-8940-437bdbd0b875,No
2198,2f94a36b-6ce3-4bd8-a823-bd4ce727c779,No
3565,3927354d-0c65-4700-9e2f-dd77eceed22f,No
3569,65140e14-b2bc-466c-b3ee-9e95158f70dc,No
1751,f36732f6-8fe2-415e-aec1-b8c6af50ad5f,No
3040,02ca9275-23b5-4bbf-97c4-bf424fc11cd6,No
581,afed230b-db1f-4438-8839-46dccee073ed,No
288,ad393f88-c83e-4c6a-85e6-5f6147bc4390,Yes
1282,3844ce9c-d378-4df6-8aea-4fcdfbedf2bf,No
235,c5b2350b-baed-4f4b-b2a0-78218c95137c,No
2107,5b5d907a-ff99-4f6b-99a6-25add27d1f9a,No
1593,30c3309e-7e13-442c-abbd-469093a4ca39,Yes
287,86846230-3835-47b9-bdd8-225fd21c51b2,No
568,4b2ad39b-29e5-4bf5-a99d-f17536a36c61,No
1404,a4882d0a-5c4b-4601-8feb-bbbd3ddc06df,No
1591,51f230b7-4a89-4cfd-a432-33112d1b2270,No
1333,f3232883-37b7-480f-915d-6bd919ea5ab8,No
1569,05179a01-35fb-4897-b7bd-5fd06f029f8f,No
1575,42b8b2f3-7d5c-4b87-8dae-72f4744d504f,No
2177,bfd15f81-1027-4928-a953-36c129247ccf,No
2793,c5314cae-c339-43ee-b5a3-b6823b68be36,No
2863,bef91af2-70aa-4fc7-9c60-b978a79a0546,Yes
405,c47eb4ba-d4c2-4d0d-91fa-ed277a672f3c,No
869,6706ea77-120f-4df6-bd5f-ef694508c5cd,No
873,17dec626-8811-4416-974f-54c468647806,No
2429,a418ebb2-ecb2-4206-a023-bede0731dfc5,No
2433,d436dcf9-23f6-4ca2-a937-01bc919f94f4,No
2465,b16694e6-5024-49f7-bbb8-0dd0b9b73e19,No
2824,d5688762-3c83-4d7e-804f-0761146766d6,No
1335,50c023ae-2e6b-492e-be88-1a672726b42b,Yes
290,e25133f6-f116-40ce-8c5a-9541549dfa05,No
882,e12932c7-911b-4a7f-aa35-ed7e5b1d90c4,No
1003,f7e4d90a-cf9c-41fc-b7cb-af8382b53918,No
1245,fa2df666-008f-40be-8ff1-89b51d000f13,No
1608,c09ec99d-3254-4982-a061-df97846a3136,No
2597,baefbdd2-401a-4110-a2a8-62a4c7e5f8fd,No
3718,1a10df43-d61a-4fcb-8412-56b86666fe83,Yes
1963,498c95ca-0674-4f37-bd4b-0e109c2750d7,No
3419,c913fa33-dc52-42b2-96f9-3141e5b0eb23,No
3774,5b906319-148c-4838-a473-cd0a4aca6004,Yes
2710,3686cdf3-a149-449f-9d59-f624b133797a,No
3886,18d709f6-3274-4a49-b346-b4a74608c76a,No
1227,2796be2c-c25a-457d-9e2f-f2870041a0e8,No
2856,0e72f3c6-daf3-47bf-b2c2-0d8dac0bd735,No
1773,aac3cf86-4bbd-49dd-9c3e-c3a42f43b9e5,No
1875,c87d605e-7100-4acc-934d-5222734ac984,No
3199,f4262af6-af30-4fec-be10-ae866d389e7c,No
26,9967af7a-c9c9-4358-a8ab-52a3c7db3608,No
173,7da33adc-8d46-448e-9fa7-83a25dfe4f2b,No
1469,aa5b9413-9ade-495e-84bd-7c1cfedca00d,No
3534,e114f505-ce0c-48f5-ad24-32dbcad1bfa9,No
1125,37949dfe-3c55-4cd3-be8c-1be249afe66a,No
1728,55f05c58-e3c2-4314-a25e-fd595d3b918f,No
1736,bd829235-f4d0-4f80-9337-ec7a35dc3ab4,No
1811,b7bf3812-39c8-4d87-93c1-ff2134f65ab8,No
2334,fb38233b-8c96-49da-9e44-08849f06f12f,No
2820,277f393b-cbad-424a-8964-45cbc1af7c98,No
2906,cfc2c881-aa53-456f-b264-f07e54c71e50,Yes
3900,060082ee-d0e7-4741-b1d3-3ff14f6adb90,Yes
3510,93d904b6-833f-44af-9510-4e4992a6b508,No
3632,c1195253-9cf3-4e90-9ea8-a08cda44619b,No
3643,47548962-cb46-43f1-b770-c92667223c10,No
149,6d459f74-11bc-45df-9ca7-77b57a45d6c5,No
1617,2fe315e7-375b-4205-a2ce-a674f838a8d7,No
1905,6cd08b0c-55d8-4e16-be6f-55ead4536326,No
2652,c7968746-486e-42a5-861a-310d98cfc1cc,No
2847,ce6d5c47-3b1d-43f6-9e51-3fa53330e760,No
2901,ccf4a985-efa8-47ce-8552-c23c68139d03,No
330,ea7faa69-5636-447b-960b-6376d0ffe4de,No
334,2989837c-4681-4731-a712-8e68cd88b8ad,No
3199,5296773d-ec79-4e53-bac2-acdb67f4f2c5,No
3380,a9bf5e1b-b948-4f44-836c-e908b634b678,No
153,78bf2393-9275-4deb-aa3f-379f3fff15b3,No
1382,526189fd-b488-4396-adaa-ea3a82734c2a,No
1121,a3053970-42df-4ebc-baad-fccdc1755346,No
1806,5a1371a6-d653-47de-a00b-2411bace4f9f,No
1062,d928a63d-c045-4d00-b9ce-8e17b9b3633e,No
1655,94568b3c-017b-4c39-895f-bbc22ec7a841,No
2488,38312470-0763-4c56-ba2e-509e00cafd43,No
1763,01c981f4-bc24-4336-a0c3-9b5ccbd1010c,Yes
371,493f3dc1-6443-4b27-9be3-02471fc68aa9,No
1474,3a5396be-4ca8-4306-b1f6-0ffb409714f9,No
1755,3bf8c713-6e2c-4885-8110-06adc7661dc7,No
1759,abe99034-4c53-48f5-b5db-009cdfe78f6c,No
2379,0dbf2937-9eae-45fb-b282-603a636e538b,No
2387,55ef016a-50ca-4c06-99df-78b52e75de6d,No
2414,cdf989de-0c58-49bd-825c-6aed367910f6,No
3332,0ac22a52-856c-486b-9452-9dc30c750aae,No
1174,229aaac8-0f8c-4206-9239-6b608a7899a3,No
1294,6f8c4dee-eeef-419c-bab8-0c1095ef7dd6,No
2513,349fd1ad-6759-4542-bbb6-c437d96194ad,No
3445,25c026b5-c436-4b51-b271-154c81ca81db,No
2454,59c8d819-e865-410f-a1e7-66238eceb353,Yes
603,d67e4f1e-8140-464f-a8b9-4eb1f9d5268b,No
666,c4d3dde4-53c0-42c1-b08d-eab5991c2833,No
688,3f34482b-be72-4969-9cd6-bb976dae450a,No
2267,aa304128-3301-45db-9e3d-7fd46c310fc9,No
2271,d9963973-f15b-4860-b439-8436e41812fb,No
2292,46ea4a63-9786-4729-8c73-85a48554465c,No
236,182781ad-22ca-40b3-bb67-d9c7ab347138,No
2561,5c6b4cdc-07f6-4832-8960-0cfeb9281b49,No
127,a697473b-2e3e-4c6f-9c1e-5a191c335b26,Yes
123,73c1756e-2b9f-403b-b2a0-88599bced651,No
2392,367eb858-6c2a-4599-b6fe-84a387f3c0ec,No
2704,a8b199df-8e3d-4b2c-b015-ac97800df854,No
983,cc97e24c-01ba-4cb0-b2cd-2a3d9a213985,No
2545,c565d36a-e89d-4c3e-893a-bbdf0ba4cce7,No
2891,9fc7bd05-cad9-4191-8e73-a528faae0d7a,No
3022,29e09ff6-c792-4006-8a71-bd8c94e8660d,No
1696,0418360a-e6e9-4745-adb7-f49fede94203,Yes
1347,b3e6d202-bc3e-42aa-b87c-5906b30574db,No
1361,da075bee-fc87-4246-9727-102ebc2a6b35,No
2402,2331fc46-938b-4f70-a51b-e2751bbad9c5,No
2546,5333ee3d-1929-4e51-9de1-e35a44943508,No
2706,3cfe9a22-0b34-4f34-9adf-004cb2e94e88,No
2269,271b8957-cbb1-4a76-9cbc-11b3db4a5de7,No
2354,6baa7dcb-02e4-42de-9ef9-8dfda629e2be,No
2709,e2a9f79c-ee51-4f53-a427-58c01d193100,No
1951,9c13053c-05c3-42bb-9814-44437c2ae892,No
1966,95b55acb-0955-4e92-b508-7a4ce788bd0a,No
1972,5c9c6a12-a0ed-43e6-afd4-56020975e3af,No
458,c11caccd-32e1-48e4-bed1-6573288a2903,No
853,42986199-923f-4ca0-83f5-e654afc66492,No
2488,aaafd959-7e1d-4c1b-a3e6-62870b12432a,No
2810,7e66b321-fb55-4d2b-8473-ed0b27b45f4d,No
2898,ea90bc25-7167-4c0e-81ae-c57bb7b11809,No
3363,08ad4f23-d159-481e-87ba-02f12689e3d6,No
1153,e77612e0-71eb-4a2f-8597-2cf6bc53f499,No
1561,0bcb19f5-0a3f-4d06-aa7c-1a1fd4cb5b36,No
3873,75ad1096-f2db-472c-8d02-ba8a0a30c6b4,No
2233,42e24396-8b16-4d5a-80c1-99597fe827c2,Yes
1876,1460f74c-f586-4e00-9b25-d1955867d1fb,No
2190,d6835b14-624d-4697-8275-ddf7da8035ad,No
418,caeccb2e-4edb-4e6a-861b-44065f171448,No
2203,f82c3745-3383-4a0b-9c03-195de07eac42,No
2602,e3d6513e-c15f-4d5c-bcf6-de6d104721ea,No
561,c6d186ac-e04f-4ca6-8f60-8a222131fe46,No
566,4e2d0787-ebb9-48ce-8b7a-abc9c2b35b02,No
1117,052816a9-4164-4ded-b612-a29224f6239c,No
1129,e922f2e6-3f96-4f12-be8d-b78ecdce4c11,No
1327,45ef9d64-4a12-40bf-8d6e-dad3420c9a72,No
2569,bf4bc3e1-df7b-4a8f-871d-c9c5cb1e667c,No
2894,d72007a1-5e1e-4fd1-a4c7-acaf11f17a01,No
1310,901e869d-52f0-4254-9d5f-e3cf77e70ea4,No
2558,ed0f9687-c120-406b-b357-6393c10dac81,No
2613,8a6cf428-a980-4fd4-ace9-539abafb13a8,No
2640,96e13d34-e848-4aee-a6b6-451ff49738c0,No
2685,0f3e2521-b14c-4fba-9e03-a2f1190d3a54,No
197,e4ba8ae5-9cfd-44bb-bc20-738a1579730d,No
204,ccbff58e-828e-4d90-9b69-5b2b681b87ba,No
1363,11ece3e0-f7ee-48ad-acb0-398a2d23f587,No
1521,7e8e4d98-469c-470d-99f3-995dce0e26ce,No
1528,91850960-eb8c-4b48-be1f-8358c818666a,No
694,a4e6a1a2-d5fd-4c45-b957-2c684e3ba685,No
3767,a2e0c426-fbcf-4daf-8234-762cf555b15e,No
2672,d7618a92-e179-4fb4-88e4-b6eca2337005,Yes
3506,4902e17e-61b6-489c-a0e0-17d47a5f2b18,Yes
121,e7969012-cfae-4ca9-8fa2-ae61135a6e26,No
1605,40c9d031-58f3-406d-b1a6-0c618163053f,No
2095,2f6c468a-8c48-465f-8805-ad7cd308e52d,No
2107,cea7be53-5b3f-4067-b41b-41bd6db5ef0e,No
2984,88162f93-6427-452c-a9b3-cdacb685dbdb,No
1534,b4b8d60f-2fe8-4493-a835-33b806d449c2,Yes
723,de79dc76-a6b4-40d1-9ebf-d230d1b8e720,No
769,dc1df368-e834-4f80-a8ed-f38204cb41b1,No
994,fd9c38e1-a3d2-456a-8885-47aa46f0b79e,No
1903,95e99f74-0df2-4224-b06c-09b69e82e691,No
2251,f6baacd8-8396-41bf-8b3b-e032cd5e38c9,Yes
2449,761e3d7c-f07c-4d94-bd18-04ac9035b891,Yes
188,f03ca515-5e51-4c86-9082-19a63678bad6,No
2027,995e2e09-e444-4efb-b70b-2e13bb8ef99f,No
492,e9e2eceb-452a-49d5-8ba7-ee448a5f08b2,No
498,c3f59d0f-a1a7-42bd-8ad3-b9b0d9b730b0,No
3070,3f9524a7-5c03-4d93-965c-2cebabaf474c,No
3321,e58dcd86-e750-4721-9b32-613594b74529,No
580,4a11b91f-7836-4da7-a902-9365f6280284,No
1403,a3288f53-103d-458e-a793-da8e485ebaaa,No
1950,4bf088ac-478c-4c0d-8589-b532fafd3ae1,No
3483,baf7b476-86fe-4460-b16d-1548f840002a,No
3488,7d00b72c-6414-4a6c-b908-b451d88568f1,No
3530,4be39621-848c-409d-85ad-661f9383dd25,No
384,480255f4-38d0-4c31-97b1-6a7dee81a78b,No
2752,3c7c20df-096a-41d1-8228-5ab7fbd96f61,No
2885,1cff98b7-eecc-4815-9f00-158f51a4cf33,No
3146,6ef1436e-6108-4adc-98d2-93aab4c22e4b,No
1164,b1c40fd5-4044-4dd1-8c01-820d2271a904,No
2204,e5a68933-6919-4fbf-8b97-93b2dc74aae3,No
2484,a4df278b-dcab-4c22-95a4-f041143dea59,No
470,0aaff1f6-11be-4517-b1f1-7cb7d0aba940,No
1190,4f05b366-d79e-409b-8dab-6c32f30da326,No
2222,02dcc035-70c4-4435-ab46-40b2f51808c2,No
2540,1362b779-8644-4c64-b9e4-58ef1828eb0c,No
2798,f46c4bc2-071f-40e1-bcba-55d1c43fa3f8,No
2801,59088959-e0bb-451f-bda7-811c29b2c835,No
654,4c3af483-40c2-4186-b7a1-f486ab071ece,No
1036,eeb89cdb-b78b-47f4-a553-9b25fb6e63db,No
1403,04c96e58-a0cd-4b3d-8b21-a967b6c2d081,No
1674,e0f4f37b-eb7e-452e-a36e-fc783c3530c5,No
2784,48789e9a-285d-4676-a77c-e4f4d4cf338b,No
1808,f8e182cc-7a5e-47fc-b0cc-50c0a8f49e8d,Yes
950,48453a60-ce70-43d9-a3c1-82f89864b1b4,No
955,2590ab7d-13ed-487e-ab04-401811925af7,No
960,5dcca5b3-a0af-4cb8-9497-33825e6c86f6,No
1920,b4eb28a7-6140-4bb1-b965-87b6c151ade3,No
2887,5bb0daee-9fc1-485d-9bc1-effd14750635,No
3192,5070eb10-16f4-4f13-a043-0d9b3362e26b,No
3198,314b74be-47d9-4d59-a7c0-0f1c3259b02d,No
3130,4b69a1a1-f032-4626-a8e8-649dddb8f4b1,No
3368,d8222bb9-61c8-4401-ac75-1a63bc0266fc,No
3507,8c9444c3-5ba5-4fae-a088-2713492f4eb1,No
3511,4e711a7a-13b4-48cf-b650-dd3fa4259fd5,No
3695,c2f66734-e0a4-4932-84ed-5b866638ca9d,Yes
430,1260ba50-7fd7-42ff-b683-c26c7e6cf3ca,No
1818,39b7c637-24cf-4c77-b6d1-8b2944ef7b3c,No
2241,bbd15e80-7d4d-4c5e-b224-5544032a3fec,No
3586,05134850-f1ca-4b56-a8c6-153adc00b1cb,No
3687,2fc8bc65-4013-4e2e-84c5-c9fa56c95620,No
3692,a570dcae-5ff9-4845-93e5-2e584a435d4b,No
536,59eab013-c4ea-43e0-a1f2-3042c39295fa,No
2046,cf18cc14-bb72-4c44-ab73-0f1bb968c357,No
1156,7b60be7d-e835-4812-935e-14aa853e43c7,Yes
2037,88a22e0f-6491-4ab2-bb32-5a173e8f4cc8,Yes
2447,571a4e77-a6b9-44a5-a7b8-f271994eca13,Yes
390,a17e3ce9-4cd4-46a0-9e2e-9f8208330890,No
786,bdad8598-55e0-494d-b649-a2c72b7c7961,No
1132,0000ed2d-ee36-4038-bfec-1083ecc52a8d,No
2887,a8294eea-bc2f-496c-a03b-392ed48decc3,No
2903,4d5f81c4-cc41-479d-807f-e81c597445c4,No
2909,00eb9ff8-7b10-493e-acdb-de2b4ce72fbb,No
2419,66019c6b-ae91-4f2e-aa84-3bae5b9d6d01,No
2670,be4b883b-faba-40eb-97b5-1022e9836e06,No
767,a9e8bf21-04e2-45ce-a57a-9639d5e04968,No
1590,085ffcc6-8587-4b05-8eef-d5d8220ecfd5,No
3567,13cc131e-ed9d-48fd-9771-7f9c2189b710,No
1454,7297ecd7-021f-4d80-9bb1-f9f5d9b19bed,No
3436,e6784dd3-b6dc-4403-8fe9-cd7d25328098,No
890,ba067f7a-2e74-4893-a5b5-a40138978e0a,No
1864,94488ddd-2ee0-4262-a8da-577cc2123c31,No
2287,12ce513d-43ac-4777-8507-a6dd07ba0382,No
